일자,시군구,승객수,통행량,대중교통이용객비율,자차이용객비율
20220305,서초구,291237,758621,27,73
20220305,성동구,146636,357870,29,71
20220305,성북구,168597,294557,36,64
20220305,송파구,268720,236327,53,47
20220305,양천구,126266,321487,28,72
20220305,영등포구,225445,420891,34,66
20220305,용산구,137996,524600,20,80
20220305,은평구,172532,219126,44,56
20220305,종로구,246819,136140,64,36
20220305,중구,227504,185129,55,45
20220305,중랑구,120577,100037,54,46
20220306,강남구,230518,402742,36,64
20220306,강동구,85995,242394,26,74
20220306,강서구,141949,247691,36,64
20220306,관악구,203659,52619,79,21
20220306,광진구,131244,103548,55,45
20220306,구로구,98450,80719,54,46
20220306,금천구,60034,328803,15,85
20220306,노원구,122210,350044,25,75
20220306,도봉구,81244,33667,70,30
20220306,동대문구,109134,125513,46,54
20220306,마포구,184516,553227,25,75
20220306,서대문구,102430,181516,36,64
20220306,서초구,201418,672798,23,77
20220306,성동구,102775,286946,26,74
20220306,성북구,125886,262872,32,68
20220306,송파구,191115,205398,48,52
20220306,양천구,88229,221014,28,72
20220306,영등포구,167072,347275,32,68
20220306,용산구,103280,454453,18,82
20220306,은평구,123433,185150,39,61
20220306,종로구,170895,112313,60,40
20220306,중구,157948,144240,52,48
20220306,중랑구,84412,85260,49,51
20220307,강남구,597613,557632,51,49
20220307,강동구,166403,303523,35,65
20220307,강서구,284900,324902,46,54
20220307,관악구,342637,70298,82,18
20220307,광진구,218800,139669,61,39
20220307,구로구,207599,97573,68,32
20220307,금천구,148529,454071,24,76
20220307,노원구,235042,417105,36,64
20220307,도봉구,138235,46510,74,26
20220307,동대문구,190758,133516,58,42
20220307,마포구,312816,656630,32,68
20220307,서대문구,202032,225834,47,53
20220307,서초구,422608,822239,33,67
20220307,성동구,225142,384513,36,64
20220307,성북구,229624,302919,43,57
20220307,송파구,362625,254701,58,42
20220307,양천구,174965,313403,35,65
20220307,영등포구,343465,520552,39,61
20220307,용산구,161316,540903,22,78
20220307,은평구,226109,233379,49,51
20220307,종로구,325941,153470,67,33
20220307,중구,371694,224974,62,38
20220307,중랑구,162034,105770,60,40
20220308,강남구,614903,591977,50,50
20220308,강동구,169650,313329,35,65
20220308,강서구,289951,336238,46,54
20220308,관악구,354032,73486,82,18
20220308,광진구,228104,146898,60,40
20220308,구로구,215965,99521,68,32
20220308,금천구,150036,470547,24,76
20220308,노원구,242640,430609,36,64
20220308,도봉구,141105,47631,74,26
20220308,동대문구,195851,136927,58,42
20220308,마포구,330949,685484,32,68
20220308,서대문구,207484,233814,47,53
20220308,서초구,437612,845941,34,66
20220308,성동구,232757,399173,36,64
20220308,성북구,235311,313789,42,58
20220308,송파구,376481,263715,58,42
20220308,양천구,177597,328033,35,65
20220308,영등포구,358051,556110,39,61
20220308,용산구,171015,563594,23,77
20220308,은평구,229928,243310,48,52
20220308,종로구,353184,157606,69,31
20220308,중구,403018,234246,63,37
20220308,중랑구,164239,132858,55,45
20220309,강남구,272304,455396,37,63
20220309,강동구,98156,254679,27,73
20220309,강서구,167726,274142,37,63
20220309,관악구,234941,53633,81,19
20220309,광진구,152675,108022,58,42
20220309,구로구,114634,85575,57,43
20220309,금천구,73283,347294,17,83
20220309,노원구,143732,378660,27,73
20220309,도봉구,91292,38146,70,30
20220309,동대문구,126171,129698,49,51
20220309,마포구,214123,572481,27,73
20220309,서대문구,119141,187925,38,62
20220309,서초구,221140,679444,24,76
20220309,성동구,127258,310344,29,71
20220309,성북구,147223,275458,34,66
20220309,송파구,222020,213457,50,50
20220309,양천구,103847,281255,26,74
20220309,영등포구,190361,392416,32,68
20220309,용산구,115345,460865,20,80
20220309,은평구,144722,192028,42,58
20220309,종로구,220214,121712,64,36
20220309,중구,195750,160123,55,45
20220309,중랑구,101473,143960,41,59
20220310,강남구,604124,576289,51,49
20220310,강동구,164807,304400,35,65
20220310,강서구,281960,327671,46,54
20220310,관악구,341754,70494,82,18
20220310,광진구,219595,142850,60,40
20220310,구로구,207353,97576,68,32
20220310,금천구,145825,454766,24,76
20220310,노원구,233904,417993,35,65
20220310,도봉구,137050,46287,74,26
20220310,동대문구,187630,136114,57,43
20220310,마포구,314421,669452,31,69
20220310,서대문구,200200,225873,46,54
20220310,서초구,424914,819944,34,66
20220310,성동구,224690,387297,36,64
20220310,성북구,228856,308064,42,58
20220310,송파구,382280,257746,59,41
20220310,양천구,173910,317195,35,65
20220310,영등포구,345194,535041,39,61
20220310,용산구,164741,551655,22,78
20220310,은평구,223965,237369,48,52
20220310,종로구,328380,152590,68,32
20220310,중구,373650,224027,62,38
20220310,중랑구,159023,162480,49,51
20220311,강남구,624491,587798,51,49
20220311,강동구,171770,320819,34,66
20220311,강서구,291382,341779,46,54
20220311,관악구,353472,74590,82,18
20220311,광진구,231706,148100,61,39
20220311,구로구,213326,102330,67,33
20220311,금천구,147523,470247,23,77
20220311,노원구,239531,431716,35,65
20220311,도봉구,141667,48587,74,26
20220311,동대문구,198291,139624,58,42
20220311,마포구,337422,688960,32,68
20220311,서대문구,204076,237850,46,54
20220311,서초구,447987,846316,34,66
20220311,성동구,229700,400619,36,64
20220311,성북구,234216,315891,42,58
20220311,송파구,383102,265513,59,41
20220311,양천구,179830,337412,34,66
20220311,영등포구,358112,557491,39,61
20220311,용산구,177054,562484,23,77
20220311,은평구,231598,242103,48,52
20220311,종로구,339070,157900,68,32
20220311,중구,388412,232951,62,38
20220311,중랑구,163277,168421,49,51
20220312,강남구,378453,518529,42,58
20220312,강동구,119409,294091,28,72
20220312,강서구,201005,305277,39,61
20220312,관악구,271527,68247,79,21
20220312,광진구,180170,132989,57,43
20220312,구로구,141698,96092,59,41
20220312,금천구,85172,414213,17,83
20220312,노원구,170596,413534,29,71
20220312,도봉구,106156,42376,71,29
20220312,동대문구,149083,141924,51,49
20220312,마포구,261622,629848,29,71
20220312,서대문구,140708,213588,39,61
20220312,서초구,298548,770494,27,73
20220312,성동구,147707,355483,29,71
20220312,성북구,164811,297013,35,65
20220312,송파구,290251,240114,54,46
20220312,양천구,124910,293995,29,71
20220312,영등포구,229258,468913,32,68
20220312,용산구,140720,531763,20,80
20220312,은평구,169864,218851,43,57
20220312,종로구,249700,133696,65,35
20220312,중구,232428,183414,55,45
20220312,중랑구,118340,153132,43,57
20220313,강남구,221835,406898,35,65
20220313,강동구,77345,223434,25,75
20220313,강서구,131473,231633,36,64
20220313,관악구,182126,51656,77,23
20220313,광진구,115880,97627,54,46
20220313,구로구,91369,78629,53,47
20220313,금천구,53588,308036,14,86
20220313,노원구,108034,322667,25,75
20220313,도봉구,69902,31270,69,31
20220313,동대문구,95869,117864,44,56
20220313,마포구,166282,503568,24,76
20220313,서대문구,91715,170209,35,65
20220313,서초구,190683,619957,23,77
20220313,성동구,90155,267974,25,75
20220313,성북구,111819,242660,31,69
20220313,송파구,195289,191894,50,50
20220313,양천구,80116,241759,24,76
20220313,영등포구,150454,344975,30,70
20220313,용산구,92014,425354,17,83
20220313,은평구,106612,174571,37,63
20220313,종로구,143508,104763,57,43
20220313,중구,143735,134790,51,49
20220313,중랑구,74621,119046,38,62
20220315,강남구,598564,571283,51,49
20220315,강동구,166450,302380,35,65
20220315,강서구,284153,323593,46,54
20220315,관악구,341173,73417,82,18
20220315,광진구,220145,144013,60,40
20220315,구로구,207427,98088,67,33
20220315,금천구,146764,451396,24,76
20220315,노원구,235286,418795,35,65
20220315,도봉구,137752,47277,74,26
20220315,동대문구,191873,136232,58,42
20220315,마포구,317773,641628,33,67
20220315,서대문구,201388,229596,46,54
20220315,서초구,423596,825218,33,67
20220315,성동구,225435,390198,36,64
20220315,성북구,230710,306906,42,58
20220315,송파구,367237,254129,59,41
20220315,양천구,174091,336140,34,66
20220315,영등포구,345197,536325,39,61
20220315,용산구,163470,548856,22,78
20220315,은평구,227486,235640,49,51
20220315,종로구,332883,155838,68,32
20220315,중구,372118,187482,66,34
20220315,중랑구,160656,163812,49,51
20220316,강남구,594366,572673,50,50
20220316,강동구,166270,299506,35,65
20220316,강서구,283617,325193,46,54
20220316,관악구,341040,72068,82,18
20220316,광진구,221067,142927,60,40
20220316,구로구,207035,98284,67,33
20220316,금천구,145343,450370,24,76
20220316,노원구,236626,419408,36,64
20220316,도봉구,137227,47449,74,26
20220316,동대문구,190853,136614,58,42
20220316,마포구,318584,639242,33,67
20220316,서대문구,199656,227522,46,54
20220316,서초구,423989,816365,34,66
20220316,성동구,226368,387290,36,64
20220316,성북구,234953,306912,43,57
20220316,송파구,367950,236809,60,40
20220316,양천구,175241,304858,36,64
20220316,영등포구,346803,533214,39,61
20220316,용산구,165756,545808,23,77
20220316,은평구,226323,235463,49,51
20220316,종로구,334793,155256,68,32
20220316,중구,374928,183368,67,33
20220316,중랑구,160185,163462,49,51
20220317,강남구,594448,570711,51,49
20220317,강동구,164208,307192,34,66
20220317,강서구,279389,325853,46,54
20220317,관악구,335100,71797,82,18
20220317,광진구,217387,141658,60,40
20220317,구로구,203089,98955,67,33
20220317,금천구,143906,450219,24,76
20220317,노원구,232271,414805,35,65
20220317,도봉구,134302,47002,74,26
20220317,동대문구,188291,134618,58,42
20220317,마포구,314862,640348,32,68
20220317,서대문구,197789,226827,46,54
20220317,서초구,418594,804789,34,66
20220317,성동구,222508,388080,36,64
20220317,성북구,230375,305408,42,58
20220317,송파구,362364,253424,58,42
20220317,양천구,172251,334516,33,67
20220317,영등포구,338941,535609,38,62
20220317,용산구,163010,552052,22,78
20220317,은평구,222442,232289,48,52
20220317,종로구,326266,153516,68,32
20220317,중구,369078,224652,62,38
20220317,중랑구,158089,163288,49,51
20220318,강남구,611246,589908,50,50
20220318,강동구,168130,322188,34,66
20220318,강서구,286706,333409,46,54
20220318,관악구,345855,74434,82,18
20220318,광진구,225000,145756,60,40
20220318,구로구,207778,101312,67,33
20220318,금천구,144327,465608,23,77
20220318,노원구,235646,427917,35,65
20220318,도봉구,136274,48277,73,27
20220318,동대문구,191555,139784,57,43
20220318,마포구,335657,649527,34,66
20220318,서대문구,199075,234759,45,55
20220318,서초구,440740,808970,35,65
20220318,성동구,224663,394855,36,64
20220318,성북구,231788,309270,42,58
20220318,송파구,374335,262097,58,42
20220318,양천구,176179,343797,33,67
20220318,영등포구,347717,547100,38,62
20220318,용산구,172939,559469,23,77
20220318,은평구,223983,235650,48,52
20220318,종로구,328492,157279,67,33
20220318,중구,378271,230256,62,38
20220318,중랑구,161195,166511,49,51
20220319,강남구,355736,488981,42,58
20220319,강동구,109940,264950,29,71
20220319,강서구,184654,276590,40,60
20220319,관악구,246117,66165,78,22
20220319,광진구,157282,125973,55,45
20220319,구로구,130146,91942,58,42
20220319,금천구,76787,392587,16,84
20220319,노원구,151030,380349,28,72
20220319,도봉구,91213,38795,70,30
20220319,동대문구,131668,133770,49,51
20220319,마포구,245319,579632,29,71
20220319,서대문구,126734,201280,38,62
20220319,서초구,274401,697960,28,72
20220319,성동구,134980,339014,28,72
20220319,성북구,151251,233340,39,61
20220319,송파구,248054,223193,52,48
20220319,양천구,115096,275499,29,71
20220319,영등포구,207048,449350,31,69
20220319,용산구,126132,501395,20,80
20220319,은평구,151287,208928,41,59
20220319,종로구,208184,131385,61,39
20220319,중구,209595,177556,54,46
20220319,중랑구,107860,140533,43,57
20220320,강남구,240709,441114,35,65
20220320,강동구,86504,238856,26,74
20220320,강서구,145977,250306,36,64
20220320,관악구,203070,52051,79,21
20220320,광진구,132344,105333,55,45
20220320,구로구,98630,80832,54,46
20220320,금천구,59020,332785,15,85
20220320,노원구,120871,349306,25,75
20220320,도봉구,78434,34480,69,31
20220320,동대문구,111127,127144,46,54
20220320,마포구,195162,535889,26,74
20220320,서대문구,101904,175907,36,64
20220320,서초구,208909,660452,24,76
20220320,성동구,104866,287142,26,74
20220320,성북구,124689,219539,36,64
20220320,송파구,195122,204249,48,52
20220320,양천구,88809,229539,27,73
20220320,영등포구,168215,372791,31,69
20220320,용산구,107482,458635,18,82
20220320,은평구,123941,187645,39,61
20220320,종로구,179600,115912,60,40
20220320,중구,165875,148265,52,48
20220320,중랑구,85178,132806,39,61
20220321,강남구,590718,565550,51,49
20220321,강동구,164158,299564,35,65
20220321,강서구,282454,326014,46,54
20220321,관악구,337930,70092,82,18
20220321,광진구,217478,140765,60,40
20220321,구로구,205474,97862,67,33
20220321,금천구,145572,452283,24,76
20220321,노원구,227651,416509,35,65
20220321,도봉구,135398,47310,74,26
20220321,동대문구,189827,135057,58,42
20220321,마포구,310652,633283,32,68
20220321,서대문구,197617,223811,46,54
20220321,서초구,416146,798216,34,66
20220321,성동구,222897,381857,36,64
20220321,성북구,232332,255642,47,53
20220321,송파구,363064,248846,59,41
20220321,양천구,172179,321506,34,66
20220321,영등포구,343101,530880,39,61
20220321,용산구,160613,545647,22,78
20220321,은평구,224164,232611,49,51
20220321,종로구,323507,152040,68,32
20220321,중구,371161,206485,64,36
20220321,중랑구,159148,162133,49,51
20220322,강남구,606467,584083,50,50
20220322,강동구,167424,303355,35,65
20220322,강서구,283991,329747,46,54
20220322,관악구,344836,74628,82,18
20220322,광진구,221499,144888,60,40
20220322,구로구,206943,98383,67,33
20220322,금천구,147018,459817,24,76
20220322,노원구,232545,426335,35,65
20220322,도봉구,136379,47408,74,26
20220322,동대문구,192340,137166,58,42
20220322,마포구,320747,650469,33,67
20220322,서대문구,202818,232504,46,54
20220322,서초구,428508,820180,34,66
20220322,성동구,227610,393324,36,64
20220322,성북구,236085,294855,44,56
20220322,송파구,369840,279851,56,44
20220322,양천구,175278,327166,34,66
20220322,영등포구,348850,544088,39,61
20220322,용산구,165613,555911,22,78
20220322,은평구,226368,239440,48,52
20220322,종로구,336618,156413,68,32
20220322,중구,377077,213051,63,37
20220322,중랑구,160899,164744,49,51
20220323,강남구,601343,581587,50,50
20220323,강동구,167206,303464,35,65
20220323,강서구,284365,326022,46,54
20220323,관악구,344143,73914,82,18
20220323,광진구,220617,143135,60,40
20220323,구로구,208329,99493,67,33
20220323,금천구,145903,452789,24,76
20220323,노원구,230766,416857,35,65
20220323,도봉구,135844,47014,74,26
20220323,동대문구,190837,139273,57,43
20220323,마포구,321877,639702,33,67
20220323,서대문구,199998,231053,46,54
20220323,서초구,426653,836348,33,67
20220323,성동구,227010,388574,36,64
20220323,성북구,236457,307918,43,57
20220323,송파구,370120,291275,55,45
20220323,양천구,174891,325030,34,66
20220323,영등포구,350974,540291,39,61
20220323,용산구,165004,556977,22,78
20220323,은평구,224690,238400,48,52
20220323,종로구,335432,155523,68,32
20220323,중구,376488,209785,64,36
20220323,중랑구,160302,162729,49,51
20220324,강남구,612831,584298,51,49
20220324,강동구,166172,304838,35,65
20220324,강서구,285423,315901,47,53
20220324,관악구,343196,81553,80,20
20220324,광진구,222310,144454,60,40
20220324,구로구,208558,99638,67,33
20220324,금천구,145444,455791,24,76
20220324,노원구,229881,422550,35,65
20220324,도봉구,135605,47094,74,26
20220324,동대문구,192834,140051,57,43
20220324,마포구,367094,638002,36,64
20220324,서대문구,201296,234000,46,54
20220324,서초구,431055,806929,34,66
20220324,성동구,227499,393350,36,64
20220324,성북구,235264,310897,43,57
20220324,송파구,371325,294116,55,45
20220324,양천구,174284,269638,39,61
20220324,영등포구,350837,545626,39,61
20220324,용산구,168617,563876,23,77
20220324,은평구,225683,240690,48,52
20220324,종로구,337522,157342,68,32
20220324,중구,383361,230393,62,38
20220324,중랑구,160688,163049,49,51
20220325,강남구,632908,599236,51,49
20220325,강동구,174574,329986,34,66
20220325,강서구,295699,332048,47,53
20220325,관악구,361610,82111,81,19
20220325,광진구,235281,150021,61,39
20220325,구로구,215650,102339,67,33
20220325,금천구,149104,468280,24,76
20220325,노원구,237921,433854,35,65
20220325,도봉구,141813,48380,74,26
20220325,동대문구,202582,139801,59,41
20220325,마포구,350816,666589,34,66
20220325,서대문구,207729,237666,46,54
20220325,서초구,458778,812189,36,64
20220325,성동구,234683,408146,36,64
20220325,성북구,241296,314469,43,57
20220325,송파구,394826,304159,56,44
20220325,양천구,181646,285865,38,62
20220325,영등포구,362504,557492,39,61
20220325,용산구,180312,573640,23,77
20220325,은평구,233577,271773,46,54
20220325,종로구,345327,160522,68,32
20220325,중구,397755,236733,62,38
20220325,중랑구,165519,167597,49,51
20220326,강남구,375645,509346,42,58
20220326,강동구,117018,287462,28,72
20220326,강서구,194297,298877,39,61
20220326,관악구,262810,73903,78,22
20220326,광진구,170766,133964,56,44
20220326,구로구,136173,58468,69,31
20220326,금천구,81303,411220,16,84
20220326,노원구,161067,403323,28,72
20220326,도봉구,98205,41019,70,30
20220326,동대문구,143232,138817,50,50
20220326,마포구,259544,600223,30,70
20220326,서대문구,135827,211533,39,61
20220326,서초구,293511,721435,28,72
20220326,성동구,143153,358517,28,72
20220326,성북구,160413,290898,35,65
20220326,송파구,269774,264719,50,50
20220326,양천구,120951,283479,29,71
20220326,영등포구,223983,468366,32,68
20220326,용산구,139897,527469,20,80
20220326,은평구,161207,242952,39,61
20220326,종로구,240048,137331,63,37
20220326,중구,230305,189133,54,46
20220326,중랑구,113820,149578,43,57
20220327,강남구,253064,423633,37,63
20220327,강동구,91639,261873,25,75
20220327,강서구,153359,269882,36,64
20220327,관악구,218350,60615,78,22
20220327,광진구,146875,112569,56,44
20220327,구로구,105183,47982,68,32
20220327,금천구,62341,348593,15,85
20220327,노원구,128603,371893,25,75
20220327,도봉구,84055,35965,70,30
20220327,동대문구,119126,133497,47,53
20220327,마포구,203499,563954,26,74
20220327,서대문구,107664,188898,36,64
20220327,서초구,223866,687484,24,76
20220327,성동구,114513,306474,27,73
20220327,성북구,132665,275671,32,68
20220327,송파구,215734,244932,46,54
20220327,양천구,92771,199387,31,69
20220327,영등포구,183046,392645,31,69
20220327,용산구,116623,481380,19,81
20220327,은평구,130300,219278,37,63
20220327,종로구,200420,118923,62,38
20220327,중구,180449,157957,53,47
20220327,중랑구,89199,139727,38,62
20220328,강남구,604894,548651,52,48
20220328,강동구,168967,309009,35,65
20220328,강서구,289032,331920,46,54
20220328,관악구,348050,77452,81,19
20220328,광진구,224450,143914,60,40
20220328,구로구,211802,77468,73,27
20220328,금천구,149226,459229,24,76
20220328,노원구,232471,421434,35,65
20220328,도봉구,138263,47685,74,26
20220328,동대문구,196741,137315,58,42
20220328,마포구,319598,668069,32,68
20220328,서대문구,202032,227609,47,53
20220328,서초구,432006,793650,35,65
20220328,성동구,229624,390237,37,63
20220328,성북구,238391,310577,43,57
20220328,송파구,374645,296475,55,45
20220328,양천구,177961,261457,40,60
20220328,영등포구,356842,538062,39,61
20220328,용산구,166660,556803,23,77
20220328,은평구,230050,262930,46,54
20220328,종로구,337056,154801,68,32
20220328,중구,383044,219737,63,37
20220328,중랑구,162894,165307,49,51
20220329,강남구,622412,594129,51,49
20220329,강동구,171191,310506,35,65
20220329,강서구,291376,324298,47,53
20220329,관악구,353828,79530,81,19
20220329,광진구,229726,149696,60,40
20220329,구로구,212816,99814,68,32
20220329,금천구,149887,464993,24,76
20220329,노원구,237587,427477,35,65
20220329,도봉구,140310,48023,74,26
20220329,동대문구,199190,138715,58,42
20220329,마포구,330029,664459,33,67
20220329,서대문구,204773,232657,46,54
20220329,서초구,438828,846103,34,66
20220329,성동구,234465,399265,36,64
20220329,성북구,241941,313894,43,57
20220329,송파구,384155,299991,56,44
20220329,양천구,179007,289464,38,62
20220329,영등포구,362193,518302,41,59
20220329,용산구,172289,564417,23,77
20220329,은평구,232863,268362,46,54
20220329,종로구,351153,155435,69,31
20220329,중구,393732,228045,63,37
20220329,중랑구,163850,166642,49,51
20220330,강남구,617026,581059,51,49
20220330,강동구,170148,305225,35,65
20220330,강서구,289453,328289,46,54
20220330,관악구,348948,81349,81,19
20220330,광진구,224491,142893,61,39
20220330,구로구,212441,98592,68,32
20220330,금천구,148018,461742,24,76
20220330,노원구,235925,419791,35,65
20220330,도봉구,138270,47134,74,26
20220330,동대문구,193972,138063,58,42
20220330,마포구,326402,668239,32,68
20220330,서대문구,202702,230704,46,54
20220330,서초구,434350,835725,34,66
20220330,성동구,232166,395102,37,63
20220330,성북구,240124,309844,43,57
20220330,송파구,378837,293182,56,44
20220330,양천구,178436,302947,37,63
20220330,영등포구,356580,522276,40,60
20220330,용산구,170199,556297,23,77
20220330,은평구,228349,262555,46,54
20220330,종로구,342941,157112,68,32
20220330,중구,388794,201363,65,35
20220330,중랑구,162771,163887,49,51
20220331,강남구,625974,589804,51,49
20220331,강동구,171524,315197,35,65
20220331,강서구,293472,336660,46,54
20220331,관악구,354731,78098,81,19
20220331,광진구,231443,150782,60,40
20220331,구로구,216129,85478,71,29
20220331,금천구,150429,463464,24,76
20220331,노원구,237434,432395,35,65
20220331,도봉구,140271,48550,74,26
20220331,동대문구,200244,140912,58,42
20220331,마포구,335549,681260,33,67
20220331,서대문구,206294,235928,46,54
20220331,서초구,442897,854270,34,66
20220331,성동구,236234,402912,36,64
20220331,성북구,243431,317100,43,57
20220331,송파구,386147,299992,56,44
20220331,양천구,180370,308638,36,64
20220331,영등포구,365189,551479,39,61
20220331,용산구,175879,569535,23,77
20220331,은평구,232596,269970,46,54
20220331,종로구,351047,159134,68,32
20220331,중구,397036,203447,66,34
20220331,중랑구,164322,166960,49,51
20220401,강남구,648697,613406,51,49
20220401,강동구,179591,333321,35,65
20220401,강서구,305214,352997,46,54
20220401,관악구,373752,82718,81,19
20220401,광진구,250830,153092,62,38
20220401,구로구,223902,93711,70,30
20220401,금천구,152342,479760,24,76
20220401,노원구,244821,443371,35,65
20220401,도봉구,145905,50482,74,26
20220401,동대문구,209370,142701,59,41
20220401,마포구,363979,710452,33,67
20220401,서대문구,216572,243085,47,53
20220401,서초구,477274,867683,35,65
20220401,성동구,246079,415421,37,63
20220401,성북구,250379,324796,43,57
20220401,송파구,410456,311662,56,44
20220401,양천구,187722,325879,36,64
20220401,영등포구,387496,575350,40,60
20220401,용산구,192592,587162,24,76
20220401,은평구,240845,278628,46,54
20220401,종로구,369160,165001,69,31
20220401,중구,421704,209855,66,34
20220401,중랑구,170858,174388,49,51
20220402,강남구,406531,548520,42,58
20220402,강동구,130022,310060,29,71
20220402,강서구,213984,325071,39,61
20220402,관악구,293959,75957,79,21
20220402,광진구,208531,142487,59,41
20220402,구로구,155011,97512,61,39
20220402,금천구,89795,442692,16,84
20220402,노원구,177868,430051,29,71
20220402,도봉구,110735,46228,70,30
20220402,동대문구,162272,143300,53,47
20220402,마포구,290494,668344,30,70
20220402,서대문구,151853,223334,40,60
20220402,서초구,327668,830608,28,72
20220402,성동구,174471,379171,31,69
20220402,성북구,179575,305012,37,63
20220402,송파구,335929,280399,54,46
20220402,양천구,134669,417372,24,76
20220402,영등포구,273452,508661,34,66
20220402,용산구,163493,561527,22,78
20220402,은평구,184152,258370,41,59
20220402,종로구,292769,145342,66,34
20220402,중구,271521,174822,60,40
20220402,중랑구,126384,161516,43,57
20220403,강남구,254922,469827,35,65
20220403,강동구,96677,265016,26,74
20220403,강서구,161985,277149,36,64
20220403,관악구,225125,60560,78,22
20220403,광진구,161345,116490,58,42
20220403,구로구,111634,85644,56,44
