행정구,승객수,기준_날짜,시군구
11090,174082,20220211,강북구
11090,133441,20220212,강북구
11090,98919,20220213,강북구
11090,164919,20220214,강북구
11090,163529,20220215,강북구
11090,158175,20220216,강북구
11090,157781,20220217,강북구
11090,159569,20220224,강북구
11090,168309,20220225,강북구
11090,126972,20220226,강북구
11090,99420,20220227,강북구
11090,164716,20220228,강북구
11090,105880,20220301,강북구
11090,174816,20220302,강북구
11090,171082,20220303,강북구
11090,170839,20220304,강북구
11090,133045,20220305,강북구
11090,96230,20220306,강북구
11090,164719,20220307,강북구
11090,168425,20220308,강북구
11090,115008,20220309,강북구
11090,162997,20220310,강북구
11090,170545,20220311,강북구
11090,130750,20220312,강북구
11090,85953,20220313,강북구
11090,165351,20220315,강북구
11090,164103,20220316,강북구
11090,160606,20220317,강북구
11090,166448,20220318,강북구
11090,117191,20220319,강북구
11090,96757,20220320,강북구
11090,163190,20220321,강북구
11090,163868,20220322,강북구
11090,162801,20220323,강북구
11090,162485,20220324,강북구
11090,172152,20220325,강북구
11090,125350,20220326,강북구
11090,102375,20220327,강북구
11090,166536,20220328,강북구
11090,169067,20220329,강북구
11090,165543,20220330,강북구
11090,169301,20220331,강북구
11090,178970,20220401,강북구
11090,140016,20220402,강북구
11090,107432,20220403,강북구
11090,170735,20220404,강북구
11090,172869,20220405,강북구
11090,174330,20220406,강북구
11090,174779,20220407,강북구
11090,183563,20220408,강북구
11090,150124,20220409,강북구
11090,119301,20220410,강북구
11090,179278,20220411,강북구
11090,178687,20220412,강북구
11090,173939,20220413,강북구
11090,176168,20220414,강북구
11090,187555,20220415,강북구
11090,149617,20220416,강북구
11090,115902,20220417,강북구
11090,177689,20220418,강북구
11090,179910,20220419,강북구
11090,182730,20220420,강북구
11090,181059,20220421,강북구
11090,182756,20220422,강북구
11090,150135,20220423,강북구
11090,114568,20220424,강북구
11090,181056,20220425,강북구
11090,11116,20220426,강북구
11090,186827,20220427,강북구
11090,185893,20220428,강북구
11090,192537,20220429,강북구
11090,153808,20220430,강북구
11100,69359,20220101,도봉구
11100,77536,20220102,도봉구
11100,135173,20220103,도봉구
11100,138410,20220104,도봉구
11100,138831,20220105,도봉구
11100,139635,20220106,도봉구
11100,143054,20220107,도봉구
11100,106945,20220108,도봉구
11100,80160,20220109,도봉구
11100,137040,20220112,도봉구
11100,138139,20220113,도봉구
11100,141730,20220114,도봉구
11100,106957,20220115,도봉구
11100,82159,20220116,도봉구
11100,139989,20220117,도봉구
11100,140744,20220118,도봉구
11100,145486,20220119,도봉구
11100,144018,20220120,도봉구
11100,147655,20220121,도봉구
11100,110738,20220122,도봉구
11100,84668,20220123,도봉구
11100,142401,20220124,도봉구
11100,143022,20220125,도봉구
11100,146610,20220126,도봉구
11100,144879,20220127,도봉구
11100,146020,20220128,도봉구
11100,101499,20220129,도봉구
11100,78555,20220130,도봉구
11100,61641,20220131,도봉구
11100,58221,20220201,도봉구
11100,67689,20220202,도봉구
11100,134538,20220203,도봉구
11100,140556,20220204,도봉구
11100,98043,20220205,도봉구
11100,75280,20220206,도봉구
11100,137902,20220207,도봉구
11100,140013,20220208,도봉구
11100,139850,20220209,도봉구
11100,139819,20220210,도봉구
11100,142471,20220211,도봉구
11100,106824,20220212,도봉구
11100,81077,20220213,도봉구
11100,136606,20220214,도봉구
11100,135192,20220215,도봉구
11100,131505,20220216,도봉구
11100,130770,20220217,도봉구
11100,132939,20220224,도봉구
11100,138873,20220225,도봉구
11100,100383,20220226,도봉구
11100,81829,20220227,도봉구
11100,133416,20220228,도봉구
11100,82767,20220301,도봉구
11100,143772,20220302,도봉구
11100,141289,20220303,도봉구
11100,141498,20220304,도봉구
11100,105143,20220305,도봉구
11100,81248,20220306,도봉구
11100,138239,20220307,도봉구
11100,141107,20220308,도봉구
11100,91295,20220309,도봉구
11100,137054,20220310,도봉구
11100,141672,20220311,도봉구
11100,106159,20220312,도봉구
11100,69905,20220313,도봉구
11100,137756,20220315,도봉구
11100,137231,20220316,도봉구
11100,134306,20220317,도봉구
11100,136276,20220318,도봉구
11100,91217,20220319,도봉구
11100,78436,20220320,도봉구
11100,135403,20220321,도봉구
11100,136382,20220322,도봉구
11100,135849,20220323,도봉구
11100,135610,20220324,도봉구
11100,141816,20220325,도봉구
11100,98207,20220326,도봉구
11100,84057,20220327,도봉구
11100,138266,20220328,도봉구
11100,140313,20220329,도봉구
11100,138273,20220330,도봉구
11100,140275,20220331,도봉구
11100,145907,20220401,도봉구
11100,110737,20220402,도봉구
11100,87055,20220403,도봉구
11100,141645,20220404,도봉구
11100,143792,20220405,도봉구
11100,144795,20220406,도봉구
11100,145981,20220407,도봉구
11100,151303,20220408,도봉구
11100,119788,20220409,도봉구
11100,96812,20220410,도봉구
11100,147387,20220411,도봉구
11100,148696,20220412,도봉구
11100,143938,20220413,도봉구
11100,146167,20220414,도봉구
11100,153515,20220415,도봉구
11100,119633,20220416,도봉구
11100,92941,20220417,도봉구
11100,146420,20220418,도봉구
11100,149742,20220419,도봉구
11100,151640,20220420,도봉구
11100,151564,20220421,도봉구
11100,150665,20220422,도봉구
11100,119481,20220423,도봉구
11100,92748,20220424,도봉구
11100,150188,20220425,도봉구
11100,11078,20220426,도봉구
11100,155298,20220427,도봉구
11100,155575,20220428,도봉구
11100,159328,20220429,도봉구
11100,121187,20220430,도봉구
11110,110319,20220101,노원구
11110,123748,20220102,노원구
11110,228567,20220103,노원구
11110,234934,20220104,노원구
11110,236217,20220105,노원구
11110,236864,20220106,노원구
11110,243017,20220107,노원구
11110,176144,20220108,노원구
11110,127261,20220109,노원구
11110,234760,20220112,노원구
11110,234169,20220113,노원구
11110,238940,20220114,노원구
11110,175966,20220115,노원구
11110,131251,20220116,노원구
11110,234719,20220117,노원구
11110,238671,20220118,노원구
11110,247989,20220119,노원구
11110,242458,20220120,노원구
11110,246657,20220121,노원구
11110,184577,20220122,노원구
11110,132681,20220123,노원구
11110,237651,20220124,노원구
11110,239968,20220125,노원구
11110,246337,20220126,노원구
11110,241147,20220127,노원구
11110,241193,20220128,노원구
11110,158801,20220129,노원구
11110,117418,20220130,노원구
11110,89291,20220131,노원구
11110,84419,20220201,노원구
11110,106115,20220202,노원구
11110,224772,20220203,노원구
11110,232950,20220204,노원구
11110,160038,20220205,노원구
11110,117596,20220206,노원구
11110,231286,20220207,노원구
11110,234407,20220208,노원구
11110,235212,20220209,노원구
11110,235209,20220210,노원구
11110,237709,20220211,노원구
11110,173322,20220212,노원구
11110,125435,20220213,노원구
11110,227723,20220214,노원구
11110,228495,20220215,노원구
11110,223723,20220216,노원구
11110,224133,20220217,노원구
11110,225590,20220224,노원구
11110,231717,20220225,노원구
11110,163742,20220226,노원구
11110,126952,20220227,노원구
11110,222121,20220228,노원구
11110,130845,20220301,노원구
11110,249475,20220302,노원구
11110,241253,20220303,노원구
11110,241785,20220304,노원구
11110,173414,20220305,노원구
11110,122214,20220306,노원구
11110,235047,20220307,노원구
11110,242644,20220308,노원구
11110,143735,20220309,노원구
11110,233908,20220310,노원구
11110,239536,20220311,노원구
11110,170600,20220312,노원구
11110,108037,20220313,노원구
11110,235289,20220315,노원구
11110,236632,20220316,노원구
11110,232274,20220317,노원구
11110,235651,20220318,노원구
11110,151032,20220319,노원구
11110,120874,20220320,노원구
11110,227656,20220321,노원구
11110,232549,20220322,노원구
11110,230769,20220323,노원구
11110,229886,20220324,노원구
11110,237924,20220325,노원구
11110,161071,20220326,노원구
11110,128607,20220327,노원구
11110,232474,20220328,노원구
11110,237592,20220329,노원구
11110,235929,20220330,노원구
11110,237437,20220331,노원구
11110,244828,20220401,노원구
11110,177873,20220402,노원구
11110,131557,20220403,노원구
11110,237547,20220404,노원구
11110,244046,20220405,노원구
11110,247821,20220406,노원구
11110,247110,20220407,노원구
11110,253286,20220408,노원구
11110,189787,20220409,노원구
11110,143454,20220410,노원구
11110,248337,20220411,노원구
11110,252538,20220412,노원구
11110,248549,20220413,노원구
11110,249288,20220414,노원구
11110,257149,20220415,노원구
11110,190977,20220416,노원구
11110,141067,20220417,노원구
11110,247935,20220418,노원구
11110,256237,20220419,노원구
11110,260251,20220420,노원구
11110,258590,20220421,노원구
11110,256562,20220422,노원구
11110,191856,20220423,노원구
11110,143406,20220424,노원구
11110,256363,20220425,노원구
11110,19974,20220426,노원구
11110,267294,20220427,노원구
11110,267770,20220428,노원구
11110,273073,20220429,노원구
11110,199831,20220430,노원구
11120,114587,20220101,은평구
11120,122390,20220102,은평구
11120,223831,20220103,은평구
11120,229631,20220104,은평구
11120,230873,20220105,은평구
11120,231526,20220106,은평구
11120,235881,20220107,은평구
11120,174626,20220108,은평구
11120,126476,20220109,은평구
11120,226057,20220112,은평구
11120,227714,20220113,은평구
11120,232962,20220114,은평구
11120,174733,20220115,은평구
11120,129811,20220116,은평구
11120,229463,20220117,은평구
11120,230637,20220118,은평구
11120,237490,20220119,은평구
11120,235912,20220120,은평구
11120,240503,20220121,은평구
11120,181408,20220122,은평구
11120,131562,20220123,은평구
11120,233505,20220124,은평구
11120,237912,20220125,은평구
11120,240892,20220126,은평구
11120,238376,20220127,은평구
11120,238871,20220128,은평구
11120,162168,20220129,은평구
11120,121760,20220130,은평구
11120,98078,20220131,은평구
11120,92201,20220201,은평구
11120,108251,20220202,은평구
11120,221930,20220203,은평구
11120,229407,20220204,은평구
11120,161141,20220205,은평구
11120,118899,20220206,은평구
11120,227899,20220207,은평구
11120,231231,20220208,은평구
11120,233136,20220209,은평구
11120,231577,20220210,은평구
11120,233429,20220211,은평구
11120,174395,20220212,은평구
11120,125321,20220213,은평구
11120,225101,20220214,은평구
11120,224139,20220215,은평구
11120,217853,20220216,은평구
11120,215902,20220217,은평구
11120,219767,20220224,은평구
11120,227829,20220225,은평구
11120,165514,20220226,은평구
11120,125840,20220227,은평구
11120,220710,20220228,은평구
11120,134402,20220301,은평구
11120,237558,20220302,은평구
11120,231537,20220303,은평구
11120,230698,20220304,은평구
11120,172536,20220305,은평구
11120,123438,20220306,은평구
11120,226112,20220307,은평구
11120,229932,20220308,은평구
11120,144726,20220309,은평구
11120,223970,20220310,은평구
11120,231603,20220311,은평구
11120,169867,20220312,은평구
11120,106616,20220313,은평구
11120,227490,20220315,은평구
11120,226327,20220316,은평구
11120,222446,20220317,은평구
11120,223986,20220318,은평구
11120,151291,20220319,은평구
11120,123942,20220320,은평구
11120,224168,20220321,은평구
11120,226372,20220322,은평구
11120,224693,20220323,은평구
11120,225687,20220324,은평구
11120,233582,20220325,은평구
11120,161212,20220326,은평구
11120,130303,20220327,은평구
11120,230052,20220328,은평구
11120,232870,20220329,은평구
11120,228352,20220330,은평구
11120,232601,20220331,은평구
11120,240849,20220401,은평구
11120,184157,20220402,은평구
11120,136318,20220403,은평구
11120,235232,20220404,은평구
11120,238674,20220405,은평구
11120,242212,20220406,은평구
11120,242930,20220407,은평구
11120,253409,20220408,은평구
11120,207773,20220409,은평구
11120,157403,20220410,은평구
11120,248211,20220411,은평구
11120,247516,20220412,은평구
11120,241378,20220413,은평구
11120,243605,20220414,은평구
11120,254186,20220415,은평구
11120,195996,20220416,은평구
11120,147052,20220417,은평구
11120,245168,20220418,은평구
11120,250832,20220419,은평구
11120,254572,20220420,은평구
11120,255752,20220421,은평구
11120,249707,20220422,은평구
11120,196738,20220423,은평구
11120,147148,20220424,은평구
11120,249569,20220425,은평구
11120,19794,20220426,은평구
11120,257102,20220427,은평구
11120,258217,20220428,은평구
11120,260997,20220429,은평구
11120,198939,20220430,은평구
11130,86540,20220101,서대문구
11130,97075,20220102,서대문구
11130,196407,20220103,서대문구
11130,202183,20220104,서대문구
11130,201748,20220105,서대문구
11130,205897,20220106,서대문구
11130,206593,20220107,서대문구
11130,142646,20220108,서대문구
11130,103449,20220109,서대문구
11130,201878,20220112,서대문구
11130,203957,20220113,서대문구
11130,206624,20220114,서대문구
11130,143479,20220115,서대문구
11130,106405,20220116,서대문구
11130,205141,20220117,서대문구
11130,206613,20220118,서대문구
11130,211858,20220119,서대문구
11130,209023,20220120,서대문구
11130,211513,20220121,서대문구
11130,148288,20220122,서대문구
11130,108433,20220123,서대문구
11130,205069,20220124,서대문구
11130,208600,20220125,서대문구
11130,212113,20220126,서대문구
11130,208202,20220127,서대문구
11130,205505,20220128,서대문구
11130,125641,20220129,서대문구
11130,92165,20220130,서대문구
11130,73015,20220131,서대문구
11130,62960,20220201,서대문구
11130,81310,20220202,서대문구
11130,192434,20220203,서대문구
11130,200876,20220204,서대문구
11130,129682,20220205,서대문구
11130,96739,20220206,서대문구
11130,201185,20220207,서대문구
11130,203667,20220208,서대문구
11130,204471,20220209,서대문구
11130,202671,20220210,서대문구
11130,204933,20220211,서대문구
11130,141905,20220212,서대문구
11130,103289,20220213,서대문구
11130,198107,20220214,서대문구
11130,197140,20220215,서대문구
11130,194182,20220216,서대문구
11130,191114,20220217,서대문구
11130,192692,20220224,서대문구
11130,199029,20220225,서대문구
11130,133988,20220226,서대문구
11130,105212,20220227,서대문구
11130,193078,20220228,서대문구
11130,115749,20220301,서대문구
11130,210916,20220302,서대문구
11130,206932,20220303,서대문구
11130,206338,20220304,서대문구
11130,143716,20220305,서대문구
11130,102433,20220306,서대문구
11130,202035,20220307,서대문구
11130,207485,20220308,서대문구
11130,119144,20220309,서대문구
11130,200203,20220310,서대문구
11130,204078,20220311,서대문구
11130,140710,20220312,서대문구
11130,91718,20220313,서대문구
11130,201391,20220315,서대문구
11130,199660,20220316,서대문구
11130,197792,20220317,서대문구
11130,199078,20220318,서대문구
11130,126738,20220319,서대문구
11130,101908,20220320,서대문구
11130,197622,20220321,서대문구
11130,202821,20220322,서대문구
11130,200000,20220323,서대문구
11130,201299,20220324,서대문구
11130,207733,20220325,서대문구
11130,135831,20220326,서대문구
11130,107667,20220327,서대문구
11130,202036,20220328,서대문구
11130,204774,20220329,서대문구
11130,202706,20220330,서대문구
11130,206296,20220331,서대문구
11130,216577,20220401,서대문구
11130,151857,20220402,서대문구
11130,112643,20220403,서대문구
11130,208938,20220404,서대문구
11130,212926,20220405,서대문구
11130,217914,20220406,서대문구
11130,219879,20220407,서대문구
11130,223974,20220408,서대문구
11130,164930,20220409,서대문구
11130,127826,20220410,서대문구
11130,221970,20220411,서대문구
11130,224529,20220412,서대문구
11130,218975,20220413,서대문구
11130,221570,20220414,서대문구
11130,226612,20220415,서대문구
11130,160795,20220416,서대문구
11130,119914,20220417,서대문구
11130,218060,20220418,서대문구
11130,224476,20220419,서대문구
11130,225924,20220420,서대문구
11130,227892,20220421,서대문구
11130,222460,20220422,서대문구
11130,162930,20220423,서대문구
11130,117729,20220424,서대문구
11130,224536,20220425,서대문구
11130,19634,20220426,서대문구
11130,236007,20220427,서대문구
11130,237157,20220428,서대문구
11130,239801,20220429,서대문구
11130,172478,20220430,서대문구
11140,163364,20220101,마포구
11140,178034,20220102,마포구
11140,321642,20220103,마포구
11140,335776,20220104,마포구
11140,339235,20220105,마포구
11140,343364,20220106,마포구
11140,359342,20220107,마포구
11140,270838,20220108,마포구
11140,197373,20220109,마포구
11140,342327,20220112,마포구
11140,348044,20220113,마포구
11140,362554,20220114,마포구
11140,282316,20220115,마포구
11140,209018,20220116,마포구
11140,339165,20220117,마포구
11140,346785,20220118,마포구
11140,357413,20220119,마포구
11140,355222,20220120,마포구
11140,364983,20220121,마포구
11140,287116,20220122,마포구
11140,208538,20220123,마포구
11140,341721,20220124,마포구
11140,350971,20220125,마포구
11140,357208,20220126,마포구
11140,348847,20220127,마포구
11140,349053,20220128,마포구
11140,225135,20220129,마포구
11140,163378,20220130,마포구
11140,120568,20220131,마포구
11140,98186,20220201,마포구
11140,150480,20220202,마포구
11140,309707,20220203,마포구
11140,335333,20220204,마포구
11140,247822,20220205,마포구
11140,181289,20220206,마포구
11140,324542,20220207,마포구
11140,329182,20220208,마포구
11140,334129,20220209,마포구
11140,334231,20220210,마포구
11140,345457,20220211,마포구
11140,262800,20220212,마포구
11140,191852,20220213,마포구
11140,324774,20220214,마포구
11140,324907,20220215,마포구
11140,320008,20220216,마포구
11140,322132,20220217,마포구
11140,321163,20220224,마포구
11140,337742,20220225,마포구
11140,245612,20220226,마포구
11140,193032,20220227,마포구
11140,317468,20220228,마포구
11140,199537,20220301,마포구
11140,327026,20220302,마포구
11140,323939,20220303,마포구
11140,335734,20220304,마포구
11140,258624,20220305,마포구
11140,184519,20220306,마포구
11140,312819,20220307,마포구
11140,330952,20220308,마포구
11140,214126,20220309,마포구
11140,314424,20220310,마포구
11140,337427,20220311,마포구
11140,261625,20220312,마포구
11140,166287,20220313,마포구
11140,317777,20220315,마포구
11140,318588,20220316,마포구
11140,314865,20220317,마포구
11140,335661,20220318,마포구
11140,245324,20220319,마포구
11140,195166,20220320,마포구
11140,310656,20220321,마포구
11140,320751,20220322,마포구
11140,321880,20220323,마포구
11140,367097,20220324,마포구
11140,350819,20220325,마포구
11140,259546,20220326,마포구
11140,203504,20220327,마포구
11140,319601,20220328,마포구
11140,330035,20220329,마포구
11140,326406,20220330,마포구
11140,335554,20220331,마포구
11140,363981,20220401,마포구
11140,290499,20220402,마포구
11140,210603,20220403,마포구
11140,329832,20220404,마포구
11140,339226,20220405,마포구
11140,348600,20220406,마포구
11140,350039,20220407,마포구
11140,376025,20220408,마포구
11140,312183,20220409,마포구
11140,241841,20220410,마포구
11140,344918,20220411,마포구
11140,351494,20220412,마포구
11140,346458,20220413,마포구
11140,353671,20220414,마포구
11140,379170,20220415,마포구
11140,303272,20220416,마포구
11140,218929,20220417,마포구
11140,342096,20220418,마포구
11140,355689,20220419,마포구
11140,359707,20220420,마포구
11140,364872,20220421,마포구
11140,377508,20220422,마포구
11140,306884,20220423,마포구
11140,215097,20220424,마포구
11140,349479,20220425,마포구
11140,35827,20220426,마포구
11140,378585,20220427,마포구
11140,386014,20220428,마포구
11140,409979,20220429,마포구
11140,338961,20220430,마포구
11150,78315,20220101,양천구
11150,90060,20220102,양천구
11150,180767,20220103,양천구
11150,185793,20220104,양천구
11150,185939,20220105,양천구
11150,185923,20220106,양천구
11150,189703,20220107,양천구
11150,131341,20220108,양천구
11150,93399,20220109,양천구
11150,183761,20220112,양천구
11150,185064,20220113,양천구
11150,188520,20220114,양천구
11150,131788,20220115,양천구
11150,95702,20220116,양천구
11150,187025,20220117,양천구
11150,188054,20220118,양천구
11150,194724,20220119,양천구
11150,190297,20220120,양천구
11150,193850,20220121,양천구
11150,135108,20220122,양천구
11150,96277,20220123,양천구
11150,187201,20220124,양천구
11150,189308,20220125,양천구
11150,192347,20220126,양천구
11150,188960,20220127,양천구
11150,189571,20220128,양천구
11150,116251,20220129,양천구
11150,83857,20220130,양천구
11150,63020,20220131,양천구
11150,57506,20220201,양천구
11150,77566,20220202,양천구
11150,175498,20220203,양천구
11150,184126,20220204,양천구
11150,121046,20220205,양천구
11150,87665,20220206,양천구
11150,181843,20220207,양천구
11150,183564,20220208,양천구
11150,184108,20220209,양천구
11150,183536,20220210,양천구
11150,184714,20220211,양천구
11150,130361,20220212,양천구
11150,91308,20220213,양천구
11150,179800,20220214,양천구
11150,178554,20220215,양천구
11150,176181,20220216,양천구
11150,175202,20220217,양천구
11150,174638,20220224,양천구
11150,179387,20220225,양천구
11150,124454,20220226,양천구
11150,90408,20220227,양천구
11150,170870,20220228,양천구
11150,96220,20220301,양천구
11150,185018,20220302,양천구
11150,180253,20220303,양천구
11150,182637,20220304,양천구
11150,126270,20220305,양천구
11150,88233,20220306,양천구
11150,174968,20220307,양천구
11150,177603,20220308,양천구
11150,103853,20220309,양천구
11150,173912,20220310,양천구
11150,179836,20220311,양천구
11150,124914,20220312,양천구
11150,80118,20220313,양천구
11150,174094,20220315,양천구
11150,175247,20220316,양천구
11150,172256,20220317,양천구
11150,176183,20220318,양천구
11150,115100,20220319,양천구
11150,88812,20220320,양천구
11150,172184,20220321,양천구
11150,175283,20220322,양천구
11150,174894,20220323,양천구
11150,174287,20220324,양천구
11150,181651,20220325,양천구
11150,120954,20220326,양천구
11150,92775,20220327,양천구
11150,177964,20220328,양천구
11150,179011,20220329,양천구
11150,178442,20220330,양천구
11150,180373,20220331,양천구
11150,187726,20220401,양천구
11150,134672,20220402,양천구
11150,97310,20220403,양천구
11150,181781,20220404,양천구
11150,184935,20220405,양천구
11150,187627,20220406,양천구
11150,188338,20220407,양천구
11150,197052,20220408,양천구
11150,147152,20220409,양천구
11150,114059,20220410,양천구
11150,189691,20220411,양천구
11150,192113,20220412,양천구
11150,190046,20220413,양천구
11150,190768,20220414,양천구
11150,196973,20220415,양천구
11150,143129,20220416,양천구
11150,104823,20220417,양천구
11150,189420,20220418,양천구
11150,193143,20220419,양천구
11150,195801,20220420,양천구
11150,195352,20220421,양천구
11150,196208,20220422,양천구
11150,141811,20220423,양천구
11150,103475,20220424,양천구
11150,193368,20220425,양천구
11150,13951,20220426,양천구
11150,201511,20220427,양천구
11150,202666,20220428,양천구
11150,207803,20220429,양천구
11150,146065,20220430,양천구
11160,134148,20220101,강서구
11160,149231,20220102,강서구
11160,291578,20220103,강서구
11160,298227,20220104,강서구
11160,299350,20220105,강서구
11160,301600,20220106,강서구
11160,306645,20220107,강서구
11160,211810,20220108,강서구
11160,153467,20220109,강서구
11160,297606,20220112,강서구
11160,299936,20220113,강서구
11160,304360,20220114,강서구
11160,211472,20220115,강서구
11160,157435,20220116,강서구
11160,304752,20220117,강서구
11160,305855,20220118,강서구
11160,314322,20220119,강서구
11160,308588,20220120,강서구
11160,313421,20220121,강서구
11160,218246,20220122,강서구
11160,159507,20220123,강서구
11160,304471,20220124,강서구
11160,308194,20220125,강서구
11160,312491,20220126,강서구
11160,307136,20220127,강서구
11160,306001,20220128,강서구
11160,189819,20220129,강서구
11160,139823,20220130,강서구
11160,113005,20220131,강서구
11160,106984,20220201,강서구
11160,133874,20220202,강서구
11160,279179,20220203,강서구
11160,291540,20220204,강서구
11160,193851,20220205,강서구
11160,144313,20220206,강서구
11160,294917,20220207,강서구
11160,297974,20220208,강서구
11160,297474,20220209,강서구
11160,298393,20220210,강서구
11160,300500,20220211,강서구
11160,207056,20220212,강서구
11160,148552,20220213,강서구
11160,292322,20220214,강서구
11160,292961,20220215,강서구
11160,285740,20220216,강서구
11160,284073,20220217,강서구
11160,283867,20220224,강서구
11160,293025,20220225,강서구
11160,198507,20220226,강서구
11160,148616,20220227,강서구
11160,275953,20220228,강서구
11160,160105,20220301,강서구
11160,296359,20220302,강서구
11160,291523,20220303,강서구
11160,292594,20220304,강서구
11160,199657,20220305,강서구
11160,141955,20220306,강서구
11160,284905,20220307,강서구
11160,289954,20220308,강서구
11160,167731,20220309,강서구
11160,281965,20220310,강서구
11160,291388,20220311,강서구
11160,201009,20220312,강서구
11160,131477,20220313,강서구
11160,284159,20220315,강서구
11160,283622,20220316,강서구
11160,279395,20220317,강서구
11160,286713,20220318,강서구
11160,184659,20220319,강서구
11160,145982,20220320,강서구
11160,282458,20220321,강서구
11160,283996,20220322,강서구
11160,284370,20220323,강서구
11160,285427,20220324,강서구
11160,295704,20220325,강서구
11160,194304,20220326,강서구
11160,153363,20220327,강서구
11160,289036,20220328,강서구
11160,291381,20220329,강서구
11160,289457,20220330,강서구
11160,293478,20220331,강서구
11160,305218,20220401,강서구
11160,213988,20220402,강서구
11160,161988,20220403,강서구
11160,297437,20220404,강서구
11160,301041,20220405,강서구
11160,303925,20220406,강서구
11160,305121,20220407,강서구
11160,313005,20220408,강서구
11160,229331,20220409,강서구
11160,176701,20220410,강서구
11160,308415,20220411,강서구
11160,310962,20220412,강서구
11160,306464,20220413,강서구
11160,309299,20220414,강서구
11160,323338,20220415,강서구
11160,229371,20220416,강서구
11160,173907,20220417,강서구
11160,309293,20220418,강서구
11160,316178,20220419,강서구
11160,323681,20220420,강서구
11160,319925,20220421,강서구
11160,322039,20220422,강서구
11160,233759,20220423,강서구
11160,172074,20220424,강서구
11160,316891,20220425,강서구
11160,26202,20220426,강서구
11160,328613,20220427,강서구
11160,328266,20220428,강서구
11160,338414,20220429,강서구
11160,238707,20220430,강서구
11170,96629,20220101,구로구
11170,104995,20220102,구로구
11170,234609,20220103,구로구
11170,239057,20220104,구로구
11170,237531,20220105,구로구
11170,239299,20220106,구로구
11170,243195,20220107,구로구
11170,158002,20220108,구로구
11170,112214,20220109,구로구
11170,236478,20220112,구로구
11170,237447,20220113,구로구
11170,239888,20220114,구로구
11170,159005,20220115,구로구
11170,114936,20220116,구로구
11170,239381,20220117,구로구
11170,240921,20220118,구로구
11170,247180,20220119,구로구
11170,243459,20220120,구로구
11170,245738,20220121,구로구
11170,163669,20220122,구로구
11170,117912,20220123,구로구
11170,240907,20220124,구로구
11170,244213,20220125,구로구
11170,247354,20220126,구로구
11170,243978,20220127,구로구
11170,239950,20220128,구로구
11170,137858,20220129,구로구
11170,102881,20220130,구로구
11170,81087,20220131,구로구
11170,72651,20220201,구로구
11170,91371,20220202,구로구
11170,221554,20220203,구로구
11170,231264,20220204,구로구
11170,143515,20220205,구로구
11170,103232,20220206,구로구
11170,233537,20220207,구로구
11170,234241,20220208,구로구
11170,235604,20220209,구로구
11170,233558,20220210,구로구
11170,236844,20220211,구로구
11170,155644,20220212,구로구
11170,111343,20220213,구로구
11170,231243,20220214,구로구
11170,229741,20220215,구로구
11170,224374,20220216,구로구
11170,222481,20220217,구로구
11170,221887,20220224,구로구
11170,227710,20220225,구로구
11170,149215,20220226,구로구
11170,107605,20220227,구로구
11170,218889,20220228,구로구
11170,117204,20220301,구로구
11170,231965,20220302,구로구
11170,230304,20220303,구로구
11170,231690,20220304,구로구
11170,151108,20220305,구로구
11170,105162,20220306,구로구
11170,223769,20220307,구로구
11170,232001,20220308,구로구
11170,122669,20220309,구로구
11170,223127,20220310,구로구
11170,229288,20220311,구로구
11170,151172,20220312,구로구
11170,97750,20220313,구로구
11170,223292,20220315,구로구
11170,222855,20220316,구로구
11170,218597,20220317,구로구
11170,223357,20220318,구로구
11170,138756,20220319,구로구
11170,105431,20220320,구로구
11170,221440,20220321,구로구
11170,223050,20220322,구로구
11170,224301,20220323,구로구
11170,224490,20220324,구로구
11170,232070,20220325,구로구
